gene	module
TRINITY_DN3656_c0_g1	blue
TRINITY_DN4157_c1_g1	grey
TRINITY_DN58239_c1_g1	turquoise
TRINITY_DN79785_c1_g1	turquoise
TRINITY_DN6724_c19_g1	turquoise
TRINITY_DN124707_c0_g1	grey
TRINITY_DN165838_c0_g1	turquoise
TRINITY_DN57005_c0_g1	blue
TRINITY_DN49380_c0_g1	blue
TRINITY_DN58977_c1_g1	turquoise
TRINITY_DN16531_c2_g1	grey
TRINITY_DN76093_c0_g1	turquoise
TRINITY_DN12523_c0_g1	turquoise
TRINITY_DN62353_c1_g1	grey
TRINITY_DN224178_c0_g1	blue
TRINITY_DN14102_c0_g1	turquoise
TRINITY_DN2424_c2_g1	turquoise
TRINITY_DN89365_c0_g1	turquoise
TRINITY_DN66321_c1_g1	blue
TRINITY_DN47169_c1_g1	green
TRINITY_DN95523_c2_g1	blue
TRINITY_DN132449_c1_g1	turquoise
TRINITY_DN4580_c0_g1	blue
TRINITY_DN21507_c0_g1	turquoise
TRINITY_DN36989_c0_g1	turquoise
TRINITY_DN3264_c1_g1	grey
TRINITY_DN57599_c0_g1	grey
TRINITY_DN5773_c0_g3	turquoise
TRINITY_DN34611_c0_g2	turquoise
TRINITY_DN19578_c1_g1	turquoise
TRINITY_DN39059_c0_g1	turquoise
TRINITY_DN151784_c3_g1	grey
TRINITY_DN106982_c0_g1	turquoise
TRINITY_DN2687_c2_g1	turquoise
TRINITY_DN10785_c0_g1	yellow
TRINITY_DN6217_c1_g1	turquoise
TRINITY_DN67444_c0_g1	turquoise
TRINITY_DN1436_c8_g1	grey
TRINITY_DN92792_c0_g1	grey
TRINITY_DN1278_c7_g1	blue
TRINITY_DN73481_c0_g1	turquoise
TRINITY_DN3148_c3_g1	turquoise
TRINITY_DN34397_c0_g1	grey
TRINITY_DN67212_c0_g1	turquoise
TRINITY_DN145732_c1_g1	grey
TRINITY_DN165547_c0_g1	grey
TRINITY_DN39456_c1_g1	blue
TRINITY_DN31181_c0_g1	grey
TRINITY_DN156962_c1_g1	blue
TRINITY_DN151393_c1_g1	turquoise
TRINITY_DN94809_c1_g1	red
TRINITY_DN27094_c0_g2	turquoise
TRINITY_DN135022_c0_g1	turquoise
TRINITY_DN40197_c0_g2	turquoise
TRINITY_DN72286_c4_g1	turquoise
TRINITY_DN64283_c0_g1	turquoise
TRINITY_DN25908_c0_g2	turquoise
TRINITY_DN55317_c0_g1	brown
TRINITY_DN75318_c0_g1	grey
TRINITY_DN49038_c0_g2	turquoise
TRINITY_DN31212_c2_g1	grey
TRINITY_DN77807_c0_g1	turquoise
TRINITY_DN52621_c0_g2	grey
TRINITY_DN115250_c0_g1	blue
TRINITY_DN52304_c0_g1	turquoise
TRINITY_DN15725_c0_g1	grey
TRINITY_DN120017_c1_g1	blue
TRINITY_DN46680_c0_g1	turquoise
TRINITY_DN101214_c0_g1	grey
TRINITY_DN86082_c0_g1	grey
TRINITY_DN2961_c0_g2	blue
TRINITY_DN13660_c0_g2	turquoise
TRINITY_DN110753_c0_g1	turquoise
TRINITY_DN8658_c0_g1	turquoise
TRINITY_DN173911_c1_g1	blue
TRINITY_DN159274_c2_g1	grey
TRINITY_DN192170_c0_g1	turquoise
TRINITY_DN54163_c0_g1	turquoise
TRINITY_DN67570_c0_g1	blue
TRINITY_DN114499_c2_g1	blue
TRINITY_DN45569_c0_g1	turquoise
TRINITY_DN36105_c2_g1	turquoise
TRINITY_DN151668_c0_g1	turquoise
TRINITY_DN3752_c0_g1	turquoise
TRINITY_DN109537_c0_g1	grey
TRINITY_DN1452_c1_g1	turquoise
TRINITY_DN10262_c0_g1	turquoise
TRINITY_DN56652_c0_g1	blue
TRINITY_DN8515_c3_g1	turquoise
TRINITY_DN118403_c0_g1	turquoise
TRINITY_DN157211_c0_g2	blue
TRINITY_DN21153_c0_g1	turquoise
TRINITY_DN147871_c0_g4	grey
TRINITY_DN59758_c0_g1	turquoise
TRINITY_DN89547_c1_g1	turquoise
TRINITY_DN93732_c0_g1	green
TRINITY_DN3608_c1_g1	brown
TRINITY_DN10864_c0_g1	blue
TRINITY_DN1545_c12_g1	turquoise
TRINITY_DN46186_c1_g1	grey
TRINITY_DN22653_c1_g1	blue
TRINITY_DN104413_c0_g2	blue
TRINITY_DN1861_c0_g2	blue
TRINITY_DN5345_c1_g2	blue
TRINITY_DN1614_c21_g2	blue
TRINITY_DN91651_c0_g1	blue
TRINITY_DN50701_c0_g1	turquoise
TRINITY_DN155746_c0_g2	yellow
TRINITY_DN163559_c0_g1	turquoise
TRINITY_DN9933_c0_g1	grey
TRINITY_DN23861_c0_g1	turquoise
TRINITY_DN18690_c0_g1	turquoise
TRINITY_DN78412_c0_g1	yellow
TRINITY_DN39350_c1_g1	grey
TRINITY_DN36135_c0_g1	grey
TRINITY_DN143944_c0_g1	turquoise
TRINITY_DN6029_c0_g2	turquoise
TRINITY_DN209158_c0_g2	turquoise
TRINITY_DN6332_c3_g1	turquoise
TRINITY_DN12607_c0_g1	blue
TRINITY_DN173037_c0_g4	grey
TRINITY_DN123691_c0_g1	turquoise
TRINITY_DN2367_c2_g1	blue
TRINITY_DN2665_c3_g1	turquoise
TRINITY_DN17662_c0_g2	turquoise
TRINITY_DN119774_c0_g1	grey
TRINITY_DN140552_c0_g1	blue
TRINITY_DN50214_c0_g1	turquoise
TRINITY_DN54910_c0_g1	turquoise
TRINITY_DN68731_c0_g1	blue
TRINITY_DN60181_c1_g1	blue
TRINITY_DN2775_c5_g1	grey
TRINITY_DN68654_c0_g1	turquoise
TRINITY_DN222085_c0_g1	blue
TRINITY_DN82691_c0_g1	blue
TRINITY_DN151751_c0_g2	turquoise
TRINITY_DN2717_c2_g2	turquoise
TRINITY_DN75639_c0_g1	blue
TRINITY_DN168834_c1_g1	blue
TRINITY_DN186112_c0_g1	turquoise
TRINITY_DN185370_c2_g1	turquoise
TRINITY_DN34541_c1_g1	grey
TRINITY_DN19454_c0_g1	blue
TRINITY_DN25091_c1_g1	grey
TRINITY_DN36736_c0_g1	grey
TRINITY_DN102280_c0_g1	grey
TRINITY_DN703_c8_g1	grey
TRINITY_DN174318_c0_g1	blue
TRINITY_DN49962_c1_g1	grey
TRINITY_DN23991_c1_g1	turquoise
TRINITY_DN89035_c1_g1	turquoise
TRINITY_DN95607_c0_g1	green
TRINITY_DN38990_c0_g1	turquoise
TRINITY_DN7266_c0_g1	blue
TRINITY_DN59173_c0_g1	turquoise
TRINITY_DN8421_c13_g1	blue
TRINITY_DN49120_c1_g1	turquoise
TRINITY_DN229014_c0_g1	blue
TRINITY_DN74566_c0_g2	yellow
TRINITY_DN10616_c4_g1	turquoise
TRINITY_DN27354_c0_g1	turquoise
TRINITY_DN48694_c1_g1	blue
TRINITY_DN195790_c0_g1	turquoise
TRINITY_DN12511_c0_g1	grey
TRINITY_DN161228_c2_g1	turquoise
TRINITY_DN308_c2_g2	grey
TRINITY_DN81748_c0_g1	turquoise
TRINITY_DN95366_c0_g1	grey
TRINITY_DN137422_c0_g1	grey
TRINITY_DN11078_c0_g2	red
TRINITY_DN26275_c2_g1	grey
TRINITY_DN103754_c0_g1	turquoise
TRINITY_DN20308_c1_g2	turquoise
TRINITY_DN49892_c0_g1	turquoise
TRINITY_DN150611_c0_g1	blue
TRINITY_DN209194_c0_g1	turquoise
TRINITY_DN104197_c0_g1	turquoise
TRINITY_DN124183_c0_g1	green
TRINITY_DN68525_c0_g2	turquoise
TRINITY_DN42820_c0_g1	grey
TRINITY_DN42598_c0_g1	grey
TRINITY_DN109432_c1_g1	grey
TRINITY_DN44595_c0_g1	grey
TRINITY_DN95662_c0_g1	grey
TRINITY_DN56191_c1_g1	blue
TRINITY_DN15418_c0_g2	blue
TRINITY_DN8739_c0_g1	turquoise
TRINITY_DN91422_c0_g2	turquoise
TRINITY_DN18633_c3_g1	blue
TRINITY_DN61505_c2_g1	turquoise
TRINITY_DN18968_c0_g1	blue
TRINITY_DN92588_c0_g1	turquoise
TRINITY_DN137971_c0_g1	turquoise
TRINITY_DN91084_c0_g1	turquoise
TRINITY_DN76361_c0_g1	turquoise
TRINITY_DN43675_c0_g1	turquoise
TRINITY_DN6996_c2_g1	turquoise
TRINITY_DN55422_c0_g1	blue
TRINITY_DN56995_c0_g1	turquoise
TRINITY_DN31086_c1_g1	turquoise
TRINITY_DN94165_c0_g1	blue
TRINITY_DN2622_c2_g1	grey
TRINITY_DN11558_c0_g1	yellow
TRINITY_DN114099_c1_g1	turquoise
TRINITY_DN33078_c0_g1	turquoise
TRINITY_DN12389_c0_g2	green
TRINITY_DN60459_c0_g3	grey
TRINITY_DN49234_c0_g1	turquoise
TRINITY_DN51741_c0_g1	turquoise
TRINITY_DN116046_c0_g1	blue
TRINITY_DN111754_c0_g1	red
TRINITY_DN105648_c2_g1	blue
TRINITY_DN151241_c0_g1	blue
TRINITY_DN16047_c0_g1	grey
TRINITY_DN30998_c0_g1	blue
TRINITY_DN89201_c0_g1	turquoise
TRINITY_DN108368_c0_g1	turquoise
TRINITY_DN1753_c0_g3	turquoise
TRINITY_DN79288_c0_g2	turquoise
TRINITY_DN201286_c0_g1	blue
TRINITY_DN75381_c0_g1	turquoise
TRINITY_DN79044_c0_g1	grey
TRINITY_DN8619_c6_g1	blue
TRINITY_DN167157_c0_g3	turquoise
TRINITY_DN13382_c4_g1	turquoise
TRINITY_DN140259_c0_g1	grey
TRINITY_DN177871_c0_g1	blue
TRINITY_DN173821_c0_g1	grey
TRINITY_DN3301_c1_g1	turquoise
TRINITY_DN108914_c1_g1	grey
TRINITY_DN20955_c0_g2	turquoise
TRINITY_DN68463_c0_g1	grey
TRINITY_DN18071_c0_g1	grey
TRINITY_DN32030_c1_g1	blue
TRINITY_DN131526_c0_g1	blue
TRINITY_DN3922_c0_g1	grey
TRINITY_DN3379_c14_g1	blue
TRINITY_DN29497_c0_g3	grey
TRINITY_DN28246_c0_g1	turquoise
TRINITY_DN107268_c0_g1	grey
TRINITY_DN117201_c1_g1	grey
TRINITY_DN1912_c0_g1	blue
TRINITY_DN176403_c1_g1	turquoise
TRINITY_DN180109_c0_g1	green
TRINITY_DN144982_c0_g2	turquoise
TRINITY_DN13850_c0_g1	turquoise
TRINITY_DN34454_c4_g1	turquoise
TRINITY_DN17095_c1_g1	turquoise
TRINITY_DN45900_c0_g1	turquoise
TRINITY_DN228922_c0_g1	blue
TRINITY_DN12431_c0_g1	blue
TRINITY_DN43063_c0_g1	blue
TRINITY_DN80817_c2_g1	turquoise
TRINITY_DN139776_c1_g4	turquoise
TRINITY_DN31138_c0_g1	grey
TRINITY_DN104214_c1_g1	blue
TRINITY_DN108428_c1_g1	turquoise
TRINITY_DN18120_c1_g1	turquoise
TRINITY_DN91981_c0_g2	turquoise
TRINITY_DN154823_c0_g1	turquoise
TRINITY_DN192428_c0_g1	turquoise
TRINITY_DN514_c5_g1	grey
TRINITY_DN8740_c0_g1	blue
TRINITY_DN24253_c0_g1	turquoise
TRINITY_DN29842_c1_g1	turquoise
TRINITY_DN61556_c0_g3	blue
TRINITY_DN126991_c0_g1	blue
TRINITY_DN148111_c0_g1	blue
TRINITY_DN89276_c1_g1	turquoise
TRINITY_DN6336_c1_g1	turquoise
TRINITY_DN119183_c0_g1	blue
TRINITY_DN41532_c0_g2	turquoise
TRINITY_DN146955_c0_g1	grey
TRINITY_DN187729_c0_g2	turquoise
TRINITY_DN92113_c0_g1	turquoise
TRINITY_DN121194_c1_g1	grey
TRINITY_DN173554_c2_g1	grey
TRINITY_DN7020_c0_g1	turquoise
TRINITY_DN12279_c1_g1	turquoise
TRINITY_DN8984_c15_g1	grey
TRINITY_DN88995_c1_g1	turquoise
TRINITY_DN18024_c0_g1	turquoise
TRINITY_DN106119_c0_g1	turquoise
TRINITY_DN61448_c1_g1	blue
TRINITY_DN2534_c3_g1	turquoise
TRINITY_DN55318_c0_g1	turquoise
TRINITY_DN6008_c0_g1	red
TRINITY_DN163986_c0_g1	grey
TRINITY_DN130370_c0_g1	turquoise
TRINITY_DN140301_c0_g2	turquoise
TRINITY_DN57054_c0_g1	turquoise
TRINITY_DN25356_c1_g1	grey
TRINITY_DN77269_c0_g1	blue
TRINITY_DN106884_c0_g1	grey
TRINITY_DN52900_c0_g3	turquoise
TRINITY_DN189922_c0_g1	turquoise
TRINITY_DN140456_c0_g1	blue
TRINITY_DN199685_c3_g1	turquoise
TRINITY_DN1263_c1_g3	turquoise
TRINITY_DN5168_c16_g1	blue
TRINITY_DN14520_c1_g1	yellow
TRINITY_DN136978_c0_g1	turquoise
TRINITY_DN5586_c2_g1	turquoise
TRINITY_DN56384_c0_g2	blue
TRINITY_DN104364_c0_g1	blue
TRINITY_DN56884_c0_g1	turquoise
TRINITY_DN72567_c0_g1	blue
TRINITY_DN86640_c0_g1	turquoise
TRINITY_DN7155_c1_g1	brown
TRINITY_DN10975_c2_g1	turquoise
TRINITY_DN1064_c8_g1	blue
TRINITY_DN75232_c1_g1	grey
TRINITY_DN36145_c0_g2	green
TRINITY_DN40141_c1_g1	blue
TRINITY_DN144774_c0_g1	turquoise
TRINITY_DN43439_c1_g1	turquoise
TRINITY_DN44035_c1_g1	grey
TRINITY_DN8300_c5_g2	turquoise
TRINITY_DN3303_c1_g1	blue
TRINITY_DN134852_c0_g1	blue
TRINITY_DN21771_c0_g3	grey
TRINITY_DN55953_c1_g1	turquoise
TRINITY_DN147505_c0_g1	turquoise
TRINITY_DN163454_c0_g1	turquoise
TRINITY_DN11614_c3_g1	turquoise
TRINITY_DN67000_c1_g2	turquoise
TRINITY_DN13746_c5_g1	turquoise
TRINITY_DN27310_c0_g1	turquoise
TRINITY_DN22376_c0_g1	green
TRINITY_DN56733_c1_g1	blue
TRINITY_DN21688_c1_g1	grey
TRINITY_DN49045_c2_g1	grey
TRINITY_DN67179_c0_g1	turquoise
TRINITY_DN252434_c0_g1	turquoise
TRINITY_DN153915_c0_g1	turquoise
TRINITY_DN66524_c0_g1	turquoise
TRINITY_DN21462_c0_g1	turquoise
TRINITY_DN7296_c0_g1	green
TRINITY_DN12399_c2_g1	turquoise
TRINITY_DN130879_c0_g1	turquoise
TRINITY_DN1812_c11_g1	blue
TRINITY_DN228197_c0_g1	turquoise
TRINITY_DN142111_c0_g3	turquoise
TRINITY_DN23538_c1_g1	turquoise
TRINITY_DN5722_c5_g1	turquoise
TRINITY_DN58210_c0_g1	turquoise
TRINITY_DN76996_c3_g1	turquoise
TRINITY_DN23854_c0_g2	turquoise
TRINITY_DN76964_c0_g1	turquoise
TRINITY_DN68320_c0_g1	turquoise
TRINITY_DN169003_c0_g1	grey
TRINITY_DN51393_c0_g1	green
TRINITY_DN45302_c1_g1	turquoise
TRINITY_DN24431_c0_g2	blue
TRINITY_DN492_c0_g1	yellow
TRINITY_DN157636_c0_g1	turquoise
TRINITY_DN86638_c0_g2	grey
TRINITY_DN236386_c0_g1	turquoise
TRINITY_DN42567_c0_g1	turquoise
TRINITY_DN142265_c0_g2	green
TRINITY_DN15318_c0_g1	turquoise
TRINITY_DN160252_c1_g1	turquoise
TRINITY_DN73071_c0_g1	blue
TRINITY_DN4117_c1_g1	turquoise
TRINITY_DN119183_c0_g2	blue
TRINITY_DN22755_c0_g1	grey
TRINITY_DN121632_c0_g1	turquoise
TRINITY_DN166238_c0_g1	turquoise
TRINITY_DN3135_c1_g1	turquoise
TRINITY_DN46625_c0_g1	blue
TRINITY_DN18506_c1_g1	grey
TRINITY_DN42879_c0_g1	turquoise
TRINITY_DN159566_c0_g1	turquoise
TRINITY_DN154268_c0_g1	turquoise
TRINITY_DN31422_c0_g1	turquoise
TRINITY_DN32284_c0_g1	turquoise
TRINITY_DN74589_c1_g1	turquoise
TRINITY_DN3803_c0_g2	turquoise
TRINITY_DN8054_c0_g3	grey
TRINITY_DN23830_c0_g2	grey
TRINITY_DN6523_c0_g1	turquoise
TRINITY_DN1096_c8_g1	yellow
TRINITY_DN75916_c0_g1	turquoise
TRINITY_DN81418_c0_g1	grey
TRINITY_DN47731_c4_g1	blue
TRINITY_DN87266_c2_g1	turquoise
TRINITY_DN92329_c0_g1	green
TRINITY_DN13410_c0_g2	turquoise
TRINITY_DN19281_c3_g1	turquoise
TRINITY_DN157298_c0_g2	grey
TRINITY_DN92140_c0_g1	grey
TRINITY_DN84710_c2_g2	turquoise
TRINITY_DN1411_c0_g1	turquoise
TRINITY_DN65846_c0_g1	grey
TRINITY_DN66708_c0_g1	blue
TRINITY_DN2621_c1_g1	blue
TRINITY_DN116808_c0_g1	turquoise
TRINITY_DN185768_c1_g1	grey
TRINITY_DN116070_c0_g1	grey
TRINITY_DN18803_c0_g1	grey
TRINITY_DN76357_c0_g1	blue
TRINITY_DN40300_c0_g1	turquoise
TRINITY_DN795_c6_g1	turquoise
TRINITY_DN24112_c1_g1	turquoise
TRINITY_DN139719_c0_g1	blue
TRINITY_DN211087_c1_g1	turquoise
TRINITY_DN4522_c14_g1	turquoise
TRINITY_DN118797_c0_g1	turquoise
TRINITY_DN125333_c0_g1	turquoise
TRINITY_DN38452_c0_g1	grey
TRINITY_DN100384_c0_g2	turquoise
TRINITY_DN177166_c0_g1	turquoise
TRINITY_DN28770_c1_g1	grey
TRINITY_DN29531_c1_g1	turquoise
TRINITY_DN52822_c1_g1	turquoise
TRINITY_DN94765_c0_g1	blue
TRINITY_DN56870_c0_g1	blue
TRINITY_DN143575_c0_g1	turquoise
TRINITY_DN19871_c1_g2	turquoise
TRINITY_DN92354_c0_g2	turquoise
TRINITY_DN78281_c0_g1	grey
TRINITY_DN35286_c0_g1	green
TRINITY_DN47351_c1_g1	turquoise
TRINITY_DN32151_c0_g1	blue
TRINITY_DN6813_c1_g1	yellow
TRINITY_DN13635_c2_g1	grey
TRINITY_DN1484_c3_g2	turquoise
TRINITY_DN6392_c4_g1	green
TRINITY_DN41716_c0_g1	blue
TRINITY_DN33618_c0_g1	blue
TRINITY_DN51619_c0_g1	grey
TRINITY_DN829_c0_g2	yellow
TRINITY_DN76927_c1_g1	turquoise
TRINITY_DN154651_c0_g1	turquoise
TRINITY_DN161085_c0_g1	turquoise
TRINITY_DN18541_c1_g1	grey
TRINITY_DN100235_c0_g1	grey
TRINITY_DN49589_c0_g1	grey
TRINITY_DN168225_c0_g1	grey
TRINITY_DN35547_c0_g2	turquoise
TRINITY_DN16346_c0_g1	red
TRINITY_DN102619_c0_g2	turquoise
TRINITY_DN1111_c4_g2	turquoise
TRINITY_DN1946_c1_g1	blue
TRINITY_DN93384_c0_g1	turquoise
TRINITY_DN15357_c1_g1	grey
TRINITY_DN123615_c0_g1	yellow
TRINITY_DN1428_c3_g1	turquoise
TRINITY_DN19920_c0_g1	turquoise
TRINITY_DN43695_c0_g2	turquoise
TRINITY_DN21356_c1_g1	turquoise
TRINITY_DN62139_c2_g1	grey
TRINITY_DN166894_c2_g1	turquoise
TRINITY_DN85606_c0_g1	blue
TRINITY_DN70633_c0_g1	grey
TRINITY_DN67264_c2_g1	turquoise
TRINITY_DN6652_c1_g1	turquoise
TRINITY_DN26773_c2_g1	turquoise
TRINITY_DN74775_c0_g3	grey
TRINITY_DN145043_c0_g2	green
TRINITY_DN103532_c0_g1	turquoise
TRINITY_DN67223_c1_g4	turquoise
TRINITY_DN136180_c0_g1	turquoise
TRINITY_DN680_c1_g1	turquoise
TRINITY_DN22967_c1_g2	blue
TRINITY_DN43298_c0_g1	grey
TRINITY_DN16474_c0_g1	turquoise
TRINITY_DN70644_c0_g1	blue
TRINITY_DN2022_c0_g2	blue
TRINITY_DN144418_c0_g1	grey
TRINITY_DN70976_c7_g1	grey
TRINITY_DN65623_c0_g1	grey
TRINITY_DN79887_c0_g2	grey
TRINITY_DN72730_c0_g1	turquoise
TRINITY_DN27297_c0_g1	blue
TRINITY_DN1882_c6_g1	blue
TRINITY_DN44793_c1_g2	blue
TRINITY_DN21522_c0_g2	turquoise
TRINITY_DN12836_c2_g1	grey
TRINITY_DN77007_c0_g1	turquoise
TRINITY_DN55688_c0_g1	turquoise
TRINITY_DN189106_c0_g1	grey
TRINITY_DN15437_c5_g1	grey
TRINITY_DN156937_c0_g2	turquoise
TRINITY_DN176617_c0_g1	turquoise
TRINITY_DN57094_c0_g1	grey
TRINITY_DN22542_c0_g1	turquoise
TRINITY_DN3916_c12_g1	grey
TRINITY_DN1812_c7_g2	grey
TRINITY_DN98851_c0_g1	blue
TRINITY_DN680_c3_g2	turquoise
TRINITY_DN40639_c0_g2	turquoise
TRINITY_DN209886_c0_g2	blue
TRINITY_DN26828_c0_g1	turquoise
TRINITY_DN45614_c0_g1	blue
TRINITY_DN1484_c3_g1	brown
TRINITY_DN110438_c0_g2	turquoise
TRINITY_DN236709_c0_g1	turquoise
TRINITY_DN26853_c0_g2	grey
TRINITY_DN56943_c0_g1	turquoise
TRINITY_DN6054_c1_g1	turquoise
TRINITY_DN4039_c2_g1	grey
TRINITY_DN151232_c0_g1	turquoise
TRINITY_DN31268_c0_g1	turquoise
TRINITY_DN125093_c3_g1	turquoise
TRINITY_DN57791_c0_g1	turquoise
TRINITY_DN84114_c0_g1	turquoise
TRINITY_DN25543_c0_g1	turquoise
TRINITY_DN62855_c0_g1	turquoise
TRINITY_DN194563_c0_g1	grey
TRINITY_DN201735_c0_g1	turquoise
TRINITY_DN1516_c1_g2	blue
TRINITY_DN21328_c0_g2	turquoise
TRINITY_DN150077_c1_g1	turquoise
TRINITY_DN169135_c0_g1	blue
TRINITY_DN49842_c0_g1	blue
TRINITY_DN123960_c1_g1	turquoise
TRINITY_DN195451_c0_g1	blue
TRINITY_DN29184_c0_g1	blue
TRINITY_DN57180_c0_g1	turquoise
TRINITY_DN8099_c0_g1	blue
TRINITY_DN165072_c0_g1	blue
TRINITY_DN177602_c1_g1	blue
TRINITY_DN123967_c0_g1	blue
TRINITY_DN31442_c0_g2	brown
TRINITY_DN57814_c3_g1	turquoise
TRINITY_DN30597_c0_g1	turquoise
TRINITY_DN39722_c0_g1	blue
TRINITY_DN14199_c0_g3	turquoise
TRINITY_DN97738_c1_g3	brown
TRINITY_DN27902_c3_g1	turquoise
TRINITY_DN69987_c3_g1	turquoise
TRINITY_DN140702_c0_g1	turquoise
TRINITY_DN139398_c1_g1	blue
TRINITY_DN11443_c0_g1	blue
TRINITY_DN3261_c0_g3	grey
TRINITY_DN6472_c4_g3	blue
TRINITY_DN2217_c0_g1	yellow
TRINITY_DN18224_c1_g2	blue
TRINITY_DN197815_c0_g1	turquoise
TRINITY_DN34960_c0_g1	blue
TRINITY_DN7517_c1_g1	red
TRINITY_DN148962_c0_g1	blue
TRINITY_DN87013_c0_g2	blue
TRINITY_DN54536_c0_g2	blue
TRINITY_DN27812_c0_g1	turquoise
TRINITY_DN60018_c0_g1	blue
TRINITY_DN43293_c1_g1	grey
TRINITY_DN10974_c0_g1	yellow
TRINITY_DN133219_c0_g1	blue
TRINITY_DN87516_c2_g1	turquoise
TRINITY_DN81690_c0_g1	blue
TRINITY_DN3968_c0_g2	brown
TRINITY_DN66327_c0_g5	turquoise
TRINITY_DN99295_c0_g1	turquoise
TRINITY_DN28840_c0_g1	green
TRINITY_DN49235_c0_g1	grey
TRINITY_DN133505_c0_g1	green
TRINITY_DN39397_c1_g1	grey
TRINITY_DN163503_c2_g1	turquoise
TRINITY_DN132856_c0_g1	grey
TRINITY_DN61753_c0_g2	turquoise
TRINITY_DN13066_c2_g2	turquoise
TRINITY_DN76426_c0_g1	turquoise
TRINITY_DN79968_c7_g1	turquoise
TRINITY_DN201267_c0_g1	blue
TRINITY_DN53490_c0_g1	turquoise
TRINITY_DN229920_c1_g1	turquoise
TRINITY_DN421_c5_g1	blue
TRINITY_DN34421_c0_g2	turquoise
TRINITY_DN125124_c0_g1	blue
TRINITY_DN132973_c0_g1	turquoise
TRINITY_DN9671_c1_g1	yellow
TRINITY_DN638_c10_g1	blue
TRINITY_DN4272_c3_g1	turquoise
TRINITY_DN7587_c2_g1	blue
TRINITY_DN1710_c0_g1	red
TRINITY_DN103214_c1_g1	green
TRINITY_DN63479_c0_g1	grey
TRINITY_DN43180_c0_g1	grey
TRINITY_DN43112_c0_g3	turquoise
TRINITY_DN78825_c0_g1	blue
TRINITY_DN157059_c0_g1	turquoise
TRINITY_DN791_c6_g1	grey
TRINITY_DN51582_c0_g1	turquoise
TRINITY_DN69389_c1_g1	turquoise
TRINITY_DN42559_c2_g1	blue
TRINITY_DN6793_c1_g2	turquoise
TRINITY_DN104542_c0_g2	turquoise
TRINITY_DN279806_c0_g1	turquoise
TRINITY_DN8821_c3_g1	turquoise
TRINITY_DN37742_c2_g1	grey
TRINITY_DN47595_c3_g1	turquoise
TRINITY_DN9217_c0_g1	blue
TRINITY_DN100973_c0_g1	turquoise
TRINITY_DN92006_c0_g2	grey
TRINITY_DN218468_c0_g1	turquoise
TRINITY_DN101273_c0_g1	grey
TRINITY_DN7162_c0_g2	blue
TRINITY_DN41033_c0_g3	turquoise
TRINITY_DN14250_c0_g1	grey
TRINITY_DN30234_c1_g1	blue
TRINITY_DN189734_c0_g1	turquoise
TRINITY_DN23633_c3_g1	blue
TRINITY_DN143427_c0_g1	blue
TRINITY_DN31737_c0_g1	grey
TRINITY_DN144008_c0_g1	turquoise
TRINITY_DN12179_c0_g3	blue
TRINITY_DN56338_c0_g2	blue
TRINITY_DN3164_c0_g2	turquoise
TRINITY_DN156504_c0_g1	blue
TRINITY_DN197244_c0_g1	grey
TRINITY_DN91244_c0_g1	turquoise
TRINITY_DN145224_c0_g2	turquoise
TRINITY_DN5406_c9_g1	turquoise
TRINITY_DN228893_c0_g1	turquoise
TRINITY_DN134622_c2_g1	grey
TRINITY_DN23396_c0_g1	blue
TRINITY_DN21590_c0_g1	grey
TRINITY_DN168850_c0_g1	turquoise
TRINITY_DN89236_c0_g1	grey
TRINITY_DN52512_c0_g1	turquoise
TRINITY_DN129613_c1_g1	grey
TRINITY_DN34393_c2_g1	grey
TRINITY_DN110562_c0_g2	grey
TRINITY_DN50036_c0_g1	grey
TRINITY_DN139977_c1_g1	turquoise
TRINITY_DN97042_c0_g1	blue
TRINITY_DN7471_c0_g1	grey
TRINITY_DN2277_c2_g1	red
TRINITY_DN46490_c2_g1	blue
TRINITY_DN16790_c0_g1	green
TRINITY_DN68423_c0_g2	turquoise
TRINITY_DN189508_c0_g1	green
TRINITY_DN66726_c0_g1	green
TRINITY_DN198011_c0_g1	grey
TRINITY_DN15629_c3_g1	grey
TRINITY_DN2012_c7_g1	turquoise
TRINITY_DN71815_c0_g1	grey
TRINITY_DN127900_c0_g1	turquoise
TRINITY_DN12824_c1_g1	grey
TRINITY_DN68516_c3_g1	grey
TRINITY_DN200022_c0_g1	turquoise
TRINITY_DN209470_c0_g1	blue
TRINITY_DN93651_c0_g1	grey
TRINITY_DN130317_c0_g1	grey
TRINITY_DN1821_c1_g1	turquoise
TRINITY_DN44803_c1_g1	grey
TRINITY_DN31169_c0_g1	blue
TRINITY_DN5143_c0_g2	turquoise
TRINITY_DN37657_c0_g1	turquoise
TRINITY_DN2627_c5_g1	grey
TRINITY_DN122771_c0_g1	blue
TRINITY_DN159960_c0_g1	turquoise
TRINITY_DN31885_c0_g1	turquoise
TRINITY_DN21937_c0_g1	grey
TRINITY_DN918_c5_g1	blue
TRINITY_DN36007_c0_g1	grey
TRINITY_DN16081_c0_g2	turquoise
TRINITY_DN30114_c0_g1	blue
TRINITY_DN23690_c1_g1	turquoise
TRINITY_DN102991_c0_g1	blue
TRINITY_DN34123_c0_g1	blue
TRINITY_DN3975_c2_g1	grey
TRINITY_DN78036_c0_g1	blue
TRINITY_DN2695_c0_g2	blue
TRINITY_DN40872_c0_g1	grey
TRINITY_DN26717_c0_g2	grey
TRINITY_DN68019_c0_g1	turquoise
