gene	module
TRINITY_DN3577_c1_g1	blue
TRINITY_DN26352_c0_g1	blue
TRINITY_DN8096_c2_g1	green
TRINITY_DN10395_c0_g2	green
TRINITY_DN104831_c0_g1	turquoise
TRINITY_DN752_c1_g1	turquoise
TRINITY_DN82461_c0_g1	turquoise
TRINITY_DN31352_c0_g1	blue
TRINITY_DN20208_c0_g1	turquoise
TRINITY_DN660_c0_g1	blue
TRINITY_DN58149_c0_g1	grey
TRINITY_DN85334_c0_g1	blue
TRINITY_DN27263_c0_g1	turquoise
TRINITY_DN23365_c0_g2	grey
TRINITY_DN8031_c6_g1	turquoise
TRINITY_DN728_c0_g1	blue
TRINITY_DN40509_c0_g2	turquoise
TRINITY_DN37940_c0_g1	blue
TRINITY_DN124255_c0_g1	turquoise
TRINITY_DN396_c0_g2	turquoise
TRINITY_DN68592_c0_g2	blue
TRINITY_DN6796_c2_g1	grey
TRINITY_DN122584_c0_g1	grey
TRINITY_DN128808_c0_g1	grey
TRINITY_DN62023_c0_g1	turquoise
TRINITY_DN7994_c1_g1	turquoise
TRINITY_DN91734_c0_g1	blue
TRINITY_DN207_c2_g1	blue
TRINITY_DN34246_c0_g2	grey
TRINITY_DN4837_c4_g1	grey
TRINITY_DN14290_c1_g1	turquoise
TRINITY_DN141308_c0_g1	blue
TRINITY_DN13940_c7_g1	turquoise
TRINITY_DN110586_c0_g1	turquoise
TRINITY_DN8676_c0_g3	turquoise
TRINITY_DN73426_c0_g1	turquoise
TRINITY_DN299067_c0_g1	blue
TRINITY_DN356_c4_g1	turquoise
TRINITY_DN152123_c0_g1	turquoise
TRINITY_DN231586_c0_g1	turquoise
TRINITY_DN62640_c1_g1	blue
TRINITY_DN17618_c2_g1	turquoise
TRINITY_DN76596_c0_g1	grey
TRINITY_DN7267_c0_g2	grey
TRINITY_DN142311_c0_g1	blue
TRINITY_DN4306_c1_g1	blue
TRINITY_DN124946_c0_g2	turquoise
TRINITY_DN283845_c0_g1	turquoise
TRINITY_DN13701_c2_g1	blue
TRINITY_DN100990_c0_g1	yellow
TRINITY_DN934_c2_g1	blue
TRINITY_DN112410_c0_g1	turquoise
TRINITY_DN12189_c3_g1	turquoise
TRINITY_DN13984_c0_g1	turquoise
TRINITY_DN66933_c0_g1	turquoise
TRINITY_DN83605_c0_g1	turquoise
TRINITY_DN33616_c0_g1	turquoise
TRINITY_DN42451_c1_g1	blue
TRINITY_DN145224_c0_g1	blue
TRINITY_DN68925_c0_g1	blue
TRINITY_DN20035_c1_g1	blue
TRINITY_DN97626_c1_g1	grey
TRINITY_DN165090_c0_g1	turquoise
TRINITY_DN94508_c0_g1	turquoise
TRINITY_DN28426_c0_g1	blue
TRINITY_DN45655_c0_g1	blue
TRINITY_DN221545_c0_g2	turquoise
TRINITY_DN7865_c0_g1	turquoise
TRINITY_DN7234_c1_g1	turquoise
TRINITY_DN86932_c1_g1	blue
TRINITY_DN1763_c0_g5	blue
TRINITY_DN22747_c0_g1	turquoise
TRINITY_DN120508_c0_g1	turquoise
TRINITY_DN30946_c0_g1	blue
TRINITY_DN107310_c0_g1	grey
TRINITY_DN9813_c0_g1	grey
TRINITY_DN176525_c1_g1	blue
TRINITY_DN176780_c0_g1	turquoise
TRINITY_DN90688_c2_g1	turquoise
TRINITY_DN187927_c1_g1	grey
TRINITY_DN19150_c2_g1	turquoise
TRINITY_DN106569_c0_g1	blue
TRINITY_DN11195_c0_g1	blue
TRINITY_DN167246_c0_g1	blue
TRINITY_DN52187_c0_g2	blue
TRINITY_DN122201_c0_g1	blue
TRINITY_DN135751_c7_g1	blue
TRINITY_DN24521_c0_g1	turquoise
TRINITY_DN148756_c2_g2	blue
TRINITY_DN205411_c0_g1	grey
TRINITY_DN245_c2_g1	blue
TRINITY_DN69022_c0_g3	turquoise
TRINITY_DN2626_c1_g1	turquoise
TRINITY_DN51393_c2_g1	grey
TRINITY_DN3291_c0_g1	turquoise
TRINITY_DN94203_c1_g1	grey
TRINITY_DN11305_c0_g2	turquoise
TRINITY_DN1962_c0_g2	turquoise
TRINITY_DN12688_c0_g1	blue
TRINITY_DN7845_c4_g1	turquoise
TRINITY_DN124946_c2_g1	blue
TRINITY_DN7469_c4_g1	turquoise
TRINITY_DN98453_c4_g1	turquoise
TRINITY_DN131052_c0_g3	turquoise
TRINITY_DN24719_c3_g1	turquoise
TRINITY_DN74475_c0_g1	turquoise
TRINITY_DN52060_c0_g1	turquoise
TRINITY_DN109372_c0_g1	blue
TRINITY_DN16470_c0_g4	turquoise
TRINITY_DN8187_c3_g1	grey
TRINITY_DN38616_c0_g1	turquoise
TRINITY_DN18507_c0_g1	turquoise
TRINITY_DN45524_c0_g2	turquoise
TRINITY_DN179864_c0_g1	grey
TRINITY_DN128729_c0_g1	turquoise
TRINITY_DN48065_c0_g1	blue
TRINITY_DN84448_c1_g1	turquoise
TRINITY_DN143387_c0_g1	blue
TRINITY_DN2278_c1_g3	turquoise
TRINITY_DN12924_c0_g3	turquoise
TRINITY_DN86512_c0_g3	blue
TRINITY_DN28718_c0_g1	turquoise
TRINITY_DN30180_c0_g1	turquoise
TRINITY_DN161855_c1_g1	grey
TRINITY_DN37492_c4_g3	green
TRINITY_DN30020_c1_g3	blue
TRINITY_DN46159_c0_g1	blue
TRINITY_DN63086_c0_g1	blue
TRINITY_DN29931_c0_g2	turquoise
TRINITY_DN96974_c0_g1	blue
TRINITY_DN8194_c0_g2	blue
TRINITY_DN1876_c0_g3	blue
TRINITY_DN28495_c3_g1	grey
TRINITY_DN17178_c0_g1	blue
TRINITY_DN98013_c0_g1	grey
TRINITY_DN168338_c0_g1	turquoise
TRINITY_DN40996_c1_g1	blue
TRINITY_DN12630_c2_g1	turquoise
TRINITY_DN16332_c2_g1	turquoise
TRINITY_DN644_c0_g1	blue
TRINITY_DN47987_c1_g1	turquoise
TRINITY_DN60396_c1_g1	blue
TRINITY_DN26326_c0_g2	turquoise
TRINITY_DN19938_c0_g1	turquoise
TRINITY_DN170804_c1_g1	blue
TRINITY_DN128713_c0_g1	grey
TRINITY_DN16117_c1_g2	turquoise
TRINITY_DN4818_c0_g2	turquoise
TRINITY_DN122026_c0_g1	blue
TRINITY_DN15008_c0_g1	blue
TRINITY_DN34044_c0_g1	turquoise
TRINITY_DN33873_c0_g2	blue
TRINITY_DN107557_c2_g1	grey
TRINITY_DN75383_c0_g1	grey
TRINITY_DN472_c8_g1	turquoise
TRINITY_DN106665_c0_g1	grey
TRINITY_DN199419_c0_g1	grey
TRINITY_DN10311_c1_g2	turquoise
TRINITY_DN15121_c0_g1	turquoise
TRINITY_DN3064_c0_g3	turquoise
TRINITY_DN150388_c1_g1	turquoise
TRINITY_DN4461_c0_g1	turquoise
TRINITY_DN31738_c1_g1	grey
TRINITY_DN56869_c0_g2	blue
TRINITY_DN75009_c2_g1	turquoise
TRINITY_DN6030_c5_g3	turquoise
TRINITY_DN858_c1_g1	blue
TRINITY_DN2572_c1_g4	turquoise
TRINITY_DN15940_c0_g1	grey
TRINITY_DN67094_c0_g2	turquoise
TRINITY_DN32996_c2_g1	grey
TRINITY_DN14935_c0_g2	turquoise
TRINITY_DN28292_c1_g1	blue
TRINITY_DN187_c1_g4	blue
TRINITY_DN39970_c0_g1	grey
TRINITY_DN33608_c1_g2	blue
TRINITY_DN149305_c0_g1	blue
TRINITY_DN29545_c0_g1	turquoise
TRINITY_DN103596_c0_g1	grey
TRINITY_DN11901_c1_g4	blue
TRINITY_DN2213_c0_g1	turquoise
TRINITY_DN9577_c0_g1	turquoise
TRINITY_DN111_c0_g1	turquoise
TRINITY_DN138762_c0_g1	turquoise
TRINITY_DN8670_c0_g3	turquoise
TRINITY_DN136361_c2_g1	blue
TRINITY_DN72632_c0_g1	turquoise
TRINITY_DN220298_c1_g1	turquoise
TRINITY_DN2637_c1_g2	turquoise
TRINITY_DN48242_c3_g1	blue
TRINITY_DN88533_c6_g1	blue
TRINITY_DN693_c1_g1	turquoise
TRINITY_DN68364_c0_g1	blue
TRINITY_DN37897_c1_g1	grey
TRINITY_DN17464_c0_g1	blue
TRINITY_DN81542_c0_g1	grey
TRINITY_DN43703_c0_g1	turquoise
TRINITY_DN176283_c0_g1	turquoise
TRINITY_DN44493_c0_g2	blue
TRINITY_DN30225_c1_g1	turquoise
TRINITY_DN3969_c5_g1	yellow
TRINITY_DN8655_c19_g1	green
TRINITY_DN9615_c10_g1	turquoise
TRINITY_DN2778_c4_g1	turquoise
TRINITY_DN57048_c1_g1	blue
TRINITY_DN131434_c1_g1	blue
TRINITY_DN181654_c0_g1	grey
TRINITY_DN10854_c8_g2	grey
TRINITY_DN5_c1_g3	turquoise
TRINITY_DN55183_c0_g1	turquoise
TRINITY_DN138603_c0_g1	blue
TRINITY_DN20250_c0_g1	yellow
TRINITY_DN4156_c14_g1	turquoise
TRINITY_DN84579_c0_g1	turquoise
TRINITY_DN26302_c0_g1	blue
TRINITY_DN15506_c0_g2	turquoise
TRINITY_DN21610_c2_g1	blue
TRINITY_DN34126_c1_g1	turquoise
TRINITY_DN1198_c1_g2	turquoise
TRINITY_DN14284_c0_g1	grey
TRINITY_DN18727_c0_g1	turquoise
TRINITY_DN93450_c0_g1	blue
TRINITY_DN85178_c0_g1	grey
TRINITY_DN10194_c0_g2	grey
TRINITY_DN9267_c0_g2	turquoise
TRINITY_DN11886_c0_g1	blue
TRINITY_DN2676_c2_g1	turquoise
TRINITY_DN10862_c3_g2	turquoise
TRINITY_DN17383_c0_g2	blue
TRINITY_DN26131_c0_g1	turquoise
TRINITY_DN12785_c0_g2	turquoise
TRINITY_DN31309_c0_g2	turquoise
TRINITY_DN125763_c0_g1	turquoise
TRINITY_DN23066_c0_g1	turquoise
TRINITY_DN673_c1_g1	turquoise
TRINITY_DN16603_c1_g1	turquoise
TRINITY_DN210096_c1_g1	red
TRINITY_DN213208_c0_g1	turquoise
TRINITY_DN112890_c0_g1	turquoise
TRINITY_DN5047_c0_g3	turquoise
TRINITY_DN91344_c0_g1	turquoise
TRINITY_DN2242_c1_g3	turquoise
TRINITY_DN7866_c1_g1	turquoise
TRINITY_DN17323_c0_g1	turquoise
TRINITY_DN164660_c0_g1	turquoise
TRINITY_DN18100_c0_g2	turquoise
TRINITY_DN95057_c1_g1	turquoise
TRINITY_DN22163_c0_g1	green
TRINITY_DN47163_c0_g1	blue
TRINITY_DN13926_c0_g2	grey
TRINITY_DN123616_c3_g1	blue
TRINITY_DN10870_c1_g1	blue
TRINITY_DN13227_c1_g1	blue
TRINITY_DN3042_c4_g1	turquoise
TRINITY_DN9087_c2_g1	blue
TRINITY_DN35709_c0_g3	green
TRINITY_DN46456_c0_g1	grey
TRINITY_DN75217_c0_g2	turquoise
TRINITY_DN102883_c0_g1	blue
TRINITY_DN130253_c0_g2	blue
TRINITY_DN192940_c2_g1	grey
TRINITY_DN217042_c0_g1	blue
TRINITY_DN191597_c0_g1	turquoise
TRINITY_DN116263_c0_g1	turquoise
TRINITY_DN823_c0_g1	blue
TRINITY_DN9404_c2_g2	grey
TRINITY_DN213914_c0_g1	grey
TRINITY_DN44302_c0_g1	blue
TRINITY_DN4913_c1_g2	turquoise
TRINITY_DN62286_c0_g1	turquoise
TRINITY_DN22330_c1_g2	turquoise
TRINITY_DN175336_c2_g1	turquoise
TRINITY_DN46719_c0_g1	blue
TRINITY_DN99349_c0_g1	blue
TRINITY_DN206822_c1_g1	blue
TRINITY_DN5019_c0_g2	turquoise
TRINITY_DN75189_c0_g2	turquoise
TRINITY_DN58406_c1_g1	green
TRINITY_DN21498_c1_g1	turquoise
TRINITY_DN228317_c0_g2	blue
TRINITY_DN16028_c1_g1	blue
TRINITY_DN15923_c0_g1	blue
TRINITY_DN3167_c1_g1	turquoise
TRINITY_DN7080_c0_g2	turquoise
TRINITY_DN1332_c0_g2	red
TRINITY_DN60879_c0_g1	turquoise
TRINITY_DN69015_c0_g1	turquoise
TRINITY_DN156092_c0_g1	turquoise
TRINITY_DN144349_c0_g1	turquoise
TRINITY_DN72368_c0_g1	green
TRINITY_DN176342_c1_g1	blue
TRINITY_DN58397_c0_g1	turquoise
TRINITY_DN124528_c0_g1	grey
TRINITY_DN144731_c0_g1	blue
TRINITY_DN33515_c4_g1	turquoise
TRINITY_DN67938_c0_g1	blue
TRINITY_DN80140_c1_g1	blue
TRINITY_DN514_c16_g1	turquoise
TRINITY_DN47727_c0_g1	turquoise
TRINITY_DN27588_c0_g2	turquoise
TRINITY_DN15475_c0_g5	turquoise
TRINITY_DN73717_c0_g1	grey
TRINITY_DN17780_c0_g1	turquoise
TRINITY_DN180895_c1_g1	turquoise
TRINITY_DN33641_c0_g1	turquoise
TRINITY_DN66030_c0_g2	turquoise
TRINITY_DN59354_c0_g1	green
TRINITY_DN5675_c3_g1	turquoise
TRINITY_DN37329_c0_g1	blue
TRINITY_DN14495_c3_g1	turquoise
TRINITY_DN207109_c0_g1	turquoise
TRINITY_DN236859_c0_g1	turquoise
TRINITY_DN103333_c0_g1	turquoise
TRINITY_DN66131_c0_g1	turquoise
TRINITY_DN36448_c0_g1	turquoise
TRINITY_DN20175_c0_g1	green
TRINITY_DN39868_c0_g1	blue
TRINITY_DN9514_c0_g2	turquoise
TRINITY_DN68676_c0_g1	turquoise
TRINITY_DN174109_c1_g1	blue
TRINITY_DN7356_c0_g1	blue
TRINITY_DN218403_c0_g1	turquoise
TRINITY_DN12873_c0_g1	blue
TRINITY_DN77293_c0_g1	turquoise
TRINITY_DN8826_c1_g1	turquoise
TRINITY_DN52615_c0_g1	grey
TRINITY_DN81215_c0_g1	turquoise
TRINITY_DN28485_c2_g1	turquoise
TRINITY_DN147216_c3_g1	turquoise
TRINITY_DN163948_c0_g1	turquoise
TRINITY_DN93732_c2_g1	turquoise
TRINITY_DN2499_c1_g2	grey
TRINITY_DN9530_c2_g1	blue
TRINITY_DN80629_c0_g1	turquoise
TRINITY_DN169098_c2_g1	turquoise
TRINITY_DN8538_c5_g1	grey
TRINITY_DN24480_c1_g1	blue
TRINITY_DN2039_c3_g1	turquoise
TRINITY_DN124791_c2_g1	green
TRINITY_DN81649_c0_g1	turquoise
TRINITY_DN3897_c0_g1	turquoise
TRINITY_DN139796_c0_g1	turquoise
TRINITY_DN2819_c0_g1	blue
TRINITY_DN18828_c0_g1	turquoise
TRINITY_DN70420_c0_g1	turquoise
TRINITY_DN37917_c0_g1	brown
TRINITY_DN93505_c0_g1	blue
TRINITY_DN117251_c1_g1	turquoise
TRINITY_DN3081_c13_g1	turquoise
TRINITY_DN39023_c2_g1	grey
TRINITY_DN1494_c1_g1	turquoise
TRINITY_DN16549_c0_g2	blue
TRINITY_DN224914_c0_g1	turquoise
TRINITY_DN131768_c0_g1	blue
TRINITY_DN2150_c5_g1	turquoise
TRINITY_DN44161_c0_g3	turquoise
TRINITY_DN40508_c1_g1	grey
TRINITY_DN10584_c4_g1	blue
TRINITY_DN49156_c0_g1	grey
TRINITY_DN57065_c1_g2	turquoise
TRINITY_DN22433_c0_g3	turquoise
TRINITY_DN5481_c0_g1	turquoise
TRINITY_DN96548_c1_g1	blue
TRINITY_DN2871_c0_g1	grey
TRINITY_DN135604_c0_g1	yellow
TRINITY_DN111624_c0_g1	turquoise
TRINITY_DN127149_c0_g1	blue
TRINITY_DN151214_c0_g1	blue
TRINITY_DN11886_c0_g2	turquoise
TRINITY_DN58006_c0_g1	turquoise
TRINITY_DN30765_c0_g1	turquoise
TRINITY_DN31839_c0_g3	blue
TRINITY_DN9976_c0_g2	blue
TRINITY_DN34524_c0_g1	blue
TRINITY_DN26994_c0_g2	turquoise
TRINITY_DN143338_c2_g1	grey
TRINITY_DN100576_c0_g2	turquoise
TRINITY_DN12333_c0_g2	blue
TRINITY_DN56620_c0_g1	grey
TRINITY_DN87842_c1_g1	turquoise
TRINITY_DN99609_c0_g2	turquoise
TRINITY_DN21814_c2_g1	turquoise
TRINITY_DN130334_c0_g1	turquoise
TRINITY_DN431_c0_g1	turquoise
TRINITY_DN21960_c0_g2	turquoise
TRINITY_DN32508_c0_g1	turquoise
TRINITY_DN135595_c1_g1	turquoise
TRINITY_DN128559_c0_g1	turquoise
TRINITY_DN80401_c0_g1	grey
TRINITY_DN126025_c3_g1	grey
TRINITY_DN143669_c1_g1	turquoise
TRINITY_DN98320_c0_g1	turquoise
TRINITY_DN65586_c1_g1	blue
TRINITY_DN1097_c22_g1	turquoise
TRINITY_DN23136_c0_g1	turquoise
TRINITY_DN4811_c3_g1	turquoise
TRINITY_DN26292_c0_g1	blue
TRINITY_DN88556_c0_g1	blue
TRINITY_DN98571_c0_g2	blue
TRINITY_DN122891_c0_g1	blue
TRINITY_DN20883_c1_g2	turquoise
TRINITY_DN18562_c0_g1	turquoise
TRINITY_DN31125_c0_g1	blue
TRINITY_DN85262_c3_g1	turquoise
TRINITY_DN151370_c0_g2	blue
TRINITY_DN20347_c0_g2	turquoise
TRINITY_DN16107_c0_g1	turquoise
TRINITY_DN188335_c1_g1	turquoise
TRINITY_DN383_c1_g2	turquoise
TRINITY_DN26227_c0_g1	turquoise
TRINITY_DN5528_c24_g1	turquoise
TRINITY_DN67201_c1_g1	grey
TRINITY_DN21273_c0_g1	turquoise
TRINITY_DN7425_c1_g1	brown
TRINITY_DN35295_c1_g2	turquoise
TRINITY_DN11071_c0_g1	turquoise
TRINITY_DN4590_c34_g1	turquoise
TRINITY_DN20754_c0_g1	turquoise
TRINITY_DN4421_c2_g1	blue
TRINITY_DN119394_c0_g1	blue
TRINITY_DN2013_c2_g1	turquoise
TRINITY_DN86254_c0_g2	grey
TRINITY_DN3731_c1_g1	blue
TRINITY_DN138778_c0_g1	blue
TRINITY_DN52531_c0_g1	turquoise
TRINITY_DN17972_c1_g1	turquoise
TRINITY_DN2000_c24_g1	blue
TRINITY_DN16795_c1_g1	blue
TRINITY_DN9633_c0_g2	blue
TRINITY_DN11772_c1_g1	turquoise
TRINITY_DN8251_c0_g2	blue
TRINITY_DN1060_c0_g1	turquoise
TRINITY_DN171014_c1_g1	yellow
TRINITY_DN239369_c0_g1	turquoise
TRINITY_DN154748_c1_g1	blue
TRINITY_DN8728_c0_g2	turquoise
TRINITY_DN75812_c1_g1	grey
TRINITY_DN131367_c0_g1	turquoise
TRINITY_DN27674_c0_g1	grey
TRINITY_DN33131_c0_g1	turquoise
TRINITY_DN29852_c0_g1	turquoise
TRINITY_DN55300_c0_g1	turquoise
TRINITY_DN2062_c0_g2	blue
TRINITY_DN3149_c0_g3	blue
TRINITY_DN61126_c0_g2	turquoise
TRINITY_DN196993_c0_g1	grey
TRINITY_DN9702_c0_g1	turquoise
TRINITY_DN11028_c1_g2	turquoise
TRINITY_DN60111_c3_g1	red
TRINITY_DN20395_c1_g2	blue
TRINITY_DN11936_c2_g1	blue
TRINITY_DN47204_c2_g1	blue
TRINITY_DN67377_c3_g1	turquoise
TRINITY_DN44033_c0_g1	turquoise
TRINITY_DN91659_c0_g1	turquoise
TRINITY_DN229293_c0_g1	blue
TRINITY_DN84279_c0_g1	turquoise
TRINITY_DN180120_c0_g1	grey
TRINITY_DN14910_c0_g1	turquoise
TRINITY_DN13355_c1_g1	turquoise
TRINITY_DN41223_c0_g1	turquoise
TRINITY_DN128678_c0_g1	turquoise
TRINITY_DN132828_c0_g1	turquoise
TRINITY_DN49195_c2_g1	blue
TRINITY_DN46341_c2_g1	blue
TRINITY_DN7274_c10_g1	turquoise
TRINITY_DN148985_c0_g1	turquoise
TRINITY_DN22508_c0_g1	grey
TRINITY_DN64919_c0_g1	turquoise
TRINITY_DN96653_c0_g1	turquoise
TRINITY_DN3002_c0_g1	blue
TRINITY_DN80059_c0_g1	turquoise
TRINITY_DN38607_c0_g1	turquoise
TRINITY_DN21285_c0_g1	turquoise
TRINITY_DN136134_c0_g1	turquoise
TRINITY_DN15059_c0_g1	turquoise
TRINITY_DN156088_c0_g1	turquoise
TRINITY_DN188784_c0_g1	turquoise
TRINITY_DN2795_c0_g2	yellow
TRINITY_DN175810_c0_g1	blue
TRINITY_DN8187_c6_g1	turquoise
TRINITY_DN59871_c0_g2	turquoise
TRINITY_DN35105_c0_g1	blue
TRINITY_DN171722_c2_g1	turquoise
TRINITY_DN53676_c1_g1	blue
TRINITY_DN155453_c0_g2	blue
TRINITY_DN9830_c0_g1	turquoise
TRINITY_DN122417_c0_g1	turquoise
TRINITY_DN75122_c0_g2	grey
TRINITY_DN45993_c0_g3	turquoise
TRINITY_DN19036_c1_g1	turquoise
TRINITY_DN113002_c0_g1	turquoise
TRINITY_DN59710_c0_g2	brown
TRINITY_DN29175_c0_g1	grey
TRINITY_DN79639_c0_g1	turquoise
TRINITY_DN77138_c0_g1	grey
TRINITY_DN50992_c0_g1	turquoise
TRINITY_DN21898_c1_g1	turquoise
TRINITY_DN43503_c0_g1	grey
TRINITY_DN39092_c0_g1	grey
TRINITY_DN39606_c0_g1	grey
TRINITY_DN140494_c0_g1	grey
TRINITY_DN36615_c0_g1	turquoise
TRINITY_DN27841_c2_g2	turquoise
TRINITY_DN190126_c0_g1	turquoise
TRINITY_DN38125_c0_g1	grey
TRINITY_DN26002_c0_g1	turquoise
TRINITY_DN8015_c1_g2	turquoise
TRINITY_DN17239_c0_g2	green
TRINITY_DN26137_c0_g1	blue
TRINITY_DN4145_c0_g1	yellow
TRINITY_DN1929_c1_g1	blue
TRINITY_DN99553_c0_g2	blue
TRINITY_DN127481_c0_g1	grey
TRINITY_DN77874_c0_g2	blue
TRINITY_DN676_c8_g1	blue
TRINITY_DN19897_c0_g3	blue
TRINITY_DN29595_c0_g3	turquoise
TRINITY_DN4673_c0_g2	turquoise
TRINITY_DN5989_c10_g1	turquoise
TRINITY_DN45721_c0_g4	grey
TRINITY_DN28225_c1_g1	blue
TRINITY_DN21309_c0_g3	turquoise
TRINITY_DN18866_c2_g1	turquoise
TRINITY_DN72688_c3_g1	blue
TRINITY_DN48354_c0_g2	turquoise
TRINITY_DN63736_c1_g2	turquoise
TRINITY_DN1641_c0_g4	blue
TRINITY_DN95276_c0_g1	turquoise
TRINITY_DN51130_c0_g1	turquoise
TRINITY_DN6296_c7_g1	turquoise
TRINITY_DN10290_c2_g1	grey
TRINITY_DN10180_c1_g2	blue
TRINITY_DN18083_c3_g1	grey
TRINITY_DN4974_c0_g1	turquoise
TRINITY_DN66339_c2_g1	grey
TRINITY_DN5308_c0_g1	turquoise
TRINITY_DN3284_c0_g1	turquoise
TRINITY_DN185213_c0_g1	turquoise
TRINITY_DN22292_c0_g1	brown
TRINITY_DN7446_c2_g1	turquoise
TRINITY_DN32771_c0_g1	blue
TRINITY_DN9795_c0_g3	grey
TRINITY_DN7908_c0_g1	turquoise
TRINITY_DN13425_c0_g3	turquoise
TRINITY_DN203118_c0_g1	grey
TRINITY_DN127213_c0_g1	grey
TRINITY_DN4164_c1_g1	blue
TRINITY_DN1592_c0_g2	blue
TRINITY_DN4215_c1_g2	turquoise
TRINITY_DN3498_c1_g1	turquoise
TRINITY_DN11582_c0_g1	yellow
TRINITY_DN5450_c2_g1	brown
TRINITY_DN47212_c1_g1	turquoise
TRINITY_DN48942_c0_g1	turquoise
TRINITY_DN4314_c0_g2	blue
TRINITY_DN144589_c0_g1	turquoise
TRINITY_DN1074_c0_g2	blue
TRINITY_DN23584_c0_g1	turquoise
TRINITY_DN200343_c0_g1	blue
TRINITY_DN26892_c2_g1	turquoise
TRINITY_DN86472_c0_g2	turquoise
TRINITY_DN115372_c0_g1	grey
TRINITY_DN52762_c0_g2	grey
TRINITY_DN28734_c0_g1	turquoise
TRINITY_DN64560_c0_g2	turquoise
TRINITY_DN30474_c2_g2	turquoise
TRINITY_DN62472_c0_g1	turquoise
TRINITY_DN23017_c1_g1	turquoise
TRINITY_DN6404_c2_g1	blue
TRINITY_DN24470_c3_g1	grey
TRINITY_DN20955_c2_g1	grey
TRINITY_DN32491_c3_g2	turquoise
TRINITY_DN146_c2_g1	blue
TRINITY_DN91614_c0_g4	blue
TRINITY_DN1666_c9_g1	turquoise
TRINITY_DN4227_c1_g3	blue
TRINITY_DN111686_c0_g1	blue
TRINITY_DN22927_c1_g1	turquoise
TRINITY_DN19205_c0_g1	blue
TRINITY_DN134567_c0_g3	turquoise
TRINITY_DN199174_c0_g1	turquoise
TRINITY_DN63967_c0_g1	blue
TRINITY_DN87640_c0_g1	turquoise
TRINITY_DN123526_c0_g1	blue
TRINITY_DN52759_c0_g1	turquoise
TRINITY_DN710_c3_g1	turquoise
TRINITY_DN48081_c0_g1	turquoise
TRINITY_DN95985_c0_g1	turquoise
TRINITY_DN14832_c0_g1	blue
TRINITY_DN77084_c1_g1	yellow
TRINITY_DN15043_c8_g1	brown
TRINITY_DN34332_c0_g2	blue
TRINITY_DN47286_c0_g1	turquoise
TRINITY_DN37298_c1_g1	grey
TRINITY_DN23679_c0_g3	grey
TRINITY_DN1262_c29_g1	turquoise
TRINITY_DN216037_c0_g1	turquoise
TRINITY_DN168176_c0_g1	turquoise
TRINITY_DN367_c0_g3	turquoise
TRINITY_DN16916_c0_g1	blue
TRINITY_DN239174_c1_g1	turquoise
TRINITY_DN86137_c0_g1	grey
TRINITY_DN3496_c18_g2	turquoise
TRINITY_DN2058_c4_g1	turquoise
TRINITY_DN9189_c0_g1	blue
TRINITY_DN58818_c0_g1	turquoise
TRINITY_DN302_c1_g4	blue
TRINITY_DN7255_c0_g1	grey
TRINITY_DN14486_c0_g4	blue
TRINITY_DN135132_c0_g1	blue
TRINITY_DN6652_c3_g1	turquoise
TRINITY_DN47913_c0_g1	grey
TRINITY_DN4037_c1_g2	turquoise
TRINITY_DN57370_c1_g1	turquoise
TRINITY_DN49492_c0_g1	blue
TRINITY_DN14814_c2_g1	blue
TRINITY_DN155225_c0_g1	turquoise
TRINITY_DN9283_c1_g1	blue
TRINITY_DN130007_c0_g1	yellow
TRINITY_DN103_c1_g4	turquoise
TRINITY_DN169239_c0_g1	grey
TRINITY_DN103194_c2_g1	turquoise
TRINITY_DN16612_c0_g1	blue
TRINITY_DN39067_c0_g1	turquoise
TRINITY_DN66103_c4_g1	grey
TRINITY_DN48_c22_g1	brown
TRINITY_DN4832_c0_g1	turquoise
TRINITY_DN12852_c0_g2	turquoise
TRINITY_DN126776_c1_g1	turquoise
TRINITY_DN171074_c1_g1	blue
TRINITY_DN19535_c0_g1	blue
TRINITY_DN205643_c0_g1	turquoise
TRINITY_DN73353_c0_g1	turquoise
TRINITY_DN15315_c0_g1	turquoise
TRINITY_DN7301_c2_g1	blue
TRINITY_DN195411_c0_g1	blue
TRINITY_DN169245_c2_g2	blue
TRINITY_DN21660_c0_g1	turquoise
TRINITY_DN61323_c0_g1	blue
TRINITY_DN4049_c2_g1	turquoise
TRINITY_DN16024_c3_g1	turquoise
TRINITY_DN29731_c0_g1	turquoise
TRINITY_DN90851_c0_g2	turquoise
TRINITY_DN100528_c1_g1	turquoise
TRINITY_DN1995_c2_g1	grey
TRINITY_DN38077_c0_g1	blue
TRINITY_DN61768_c1_g1	blue
TRINITY_DN2367_c1_g4	blue
TRINITY_DN112886_c1_g1	turquoise
TRINITY_DN555_c0_g1	blue
TRINITY_DN103181_c0_g2	red
TRINITY_DN77400_c0_g1	turquoise
TRINITY_DN111337_c0_g1	grey
TRINITY_DN135737_c0_g1	turquoise
TRINITY_DN96520_c0_g1	turquoise
TRINITY_DN99891_c0_g1	grey
TRINITY_DN14026_c0_g4	turquoise
TRINITY_DN109998_c0_g1	blue
TRINITY_DN17543_c5_g1	blue
TRINITY_DN79552_c0_g1	turquoise
TRINITY_DN173385_c1_g1	brown
TRINITY_DN4785_c7_g2	grey
TRINITY_DN84449_c0_g1	grey
TRINITY_DN229784_c0_g1	turquoise
TRINITY_DN50722_c1_g1	turquoise
